user_id,recipe_id,predicted_rating,rank,n_missing
1535,155018,4.6144,1,0.0
1535,632,4.6142,2,0.0
2312,139989,4.7506,1,0.0
3288,44833,4.4769,1,0.0
4439,24799,4.8391,1,0.0
4470,15411,4.941,1,0.0
4470,56103,4.9361,2,0.0
6258,155018,4.8221,1,0.0
6512,18651,4.868,1,0.0
6702,25885,4.6259,1,0.0
7108,108522,4.7943,1,0.0
7108,162873,4.7904,2,0.0
7108,200296,4.7902,3,0.0
8606,18914,4.913,1,0.0
9717,152441,4.9499,1,0.0
9748,104248,4.8931,1,0.0
10033,61610,4.9785,1,0.0
11297,185342,4.7265,1,0.0
11297,118761,4.7248,2,0.0
13796,83524,4.7922,1,0.0
15694,74730,4.8082,1,0.0
16667,27208,3.6095,1,0.0
17803,139989,4.7672,1,0.0
18649,24799,4.9242,1,0.0
20754,280594,4.8824,1,0.0
21730,49172,4.7026,1,0.0
22287,18914,4.5119,1,0.0
24323,74730,4.681,1,0.0
24386,162873,4.7604,1,0.0
25455,71373,4.4384,1,0.0
25784,222188,4.476,1,0.0
26451,155018,4.6893,1,0.0
26719,18914,4.4275,1,0.0
27060,146427,4.8411,1,0.0
27395,68491,4.9635,1,0.0
27783,106251,4.7203,1,0.0
28177,95569,4.8124,1,0.0
28177,106251,4.7992,2,0.0
28346,89207,4.3359,1,0.0
28636,96988,4.936,1,0.0
28649,61610,4.7205,1,0.0
29014,18914,4.9414,1,0.0
29196,162873,4.6877,1,0.0
29356,83524,4.9261,1,0.0
29782,93674,4.9159,1,0.0
29782,162873,4.9153,2,0.0
29782,95569,4.9151,3,0.0
31635,13546,4.902,1,0.0
32772,104248,4.9905,1,0.0
34357,73033,4.6614,1,0.0
35526,73033,4.9225,1,0.0
35526,83561,4.922,2,0.0
35848,69173,4.8022,1,0.0
36128,93674,4.8004,1,0.0
36187,40767,4.8744,1,0.0
37449,83524,4.9379,1,0.0
37449,160639,4.9305,2,0.0
37636,95569,4.9039,1,0.0
37636,65340,4.8152,2,0.0
37721,15411,4.8512,1,0.0
37779,16531,4.8613,1,0.0
37779,19279,4.8156,2,0.0
37779,155018,4.8032,3,0.0
38865,68491,4.3888,1,0.0
39301,26210,4.7117,1,0.0
39835,204040,4.6618,1,0.0
39835,34382,4.6467,2,0.0
41218,238069,4.691,1,0.0
41874,146427,4.5533,1,0.0
41984,108522,4.8109,1,0.0
41984,28648,4.8097,2,0.0
42586,68491,4.8856,1,0.0
43110,15411,4.7476,1,0.0
44383,18651,4.4679,1,0.0
44383,84104,4.4646,2,0.0
46357,41609,4.318,1,0.0
47421,74730,3.9223,1,0.0
47649,152441,4.814,1,0.0
47907,74730,4.8828,1,0.0
48819,68491,4.6697,1,0.0
48956,73033,4.9235,1,0.0
49168,15411,4.9629,1,0.0
49312,18914,4.7671,1,0.0
49414,192335,4.8529,1,0.0
49542,95569,4.8542,1,0.0
50053,27208,4.7492,1,0.0
52074,27733,4.9401,1,0.0
52199,155018,4.7145,1,0.0
52317,68491,4.5796,1,0.0
52595,222188,4.6601,1,0.0
52664,18583,4.5855,1,0.0
53368,84104,4.4814,1,0.0
53425,18914,4.6649,1,0.0
53609,9973,4.8762,1,0.0
53859,68491,4.7366,1,0.0
53932,238069,4.7921,1,0.0
54243,49172,4.4815,1,0.0
55380,155018,4.7399,1,0.0
55406,61610,4.9388,1,0.0
55729,133448,3.9374,1,0.0
55729,112332,3.9094,2,0.0
55773,16531,4.94,1,0.0
56003,68491,4.6876,1,0.0
56061,32142,4.9614,1,0.0
56087,44833,4.8267,1,0.0
56087,89204,4.826,2,0.0
56112,95222,4.8348,1,0.0
56112,18914,4.831,2,0.0
56112,94624,4.8306,3,0.0
56463,44833,4.9106,1,0.0
56670,89207,4.7027,1,0.0
56670,46501,4.7014,2,0.0
57256,44833,4.9236,1,0.0
58104,212395,4.8631,1,0.0
58104,116594,4.8624,2,0.0
58430,9494,4.6721,1,0.0
58439,185342,4.656,1,0.0
58892,18914,4.5176,1,0.0
59302,24799,4.7589,1,0.0
59753,68491,4.4573,1,0.0
59879,31750,4.9103,1,0.0
60260,222188,4.8556,1,0.0
60260,68491,4.8552,2,0.0
60989,146427,4.7418,1,0.0
60992,28648,4.8683,1,0.0
60992,74730,4.8618,2,0.0
60992,100526,4.8613,3,0.0
61010,18914,4.5401,1,0.0
61660,74730,4.8262,1,0.0
63858,18914,4.7793,1,0.0
64342,27208,4.5311,1,0.0
64642,27733,4.3611,1,0.0
